tier,arm,pair,rep,iid,nonempty,gold_hit,resolved
1,E,4629_7229,2,pydata__xarray-7229,True,True,False
1,Do,4629_7229,2,pydata__xarray-7229,True,False,False
1,B,13786_15499,2,django__django-15499,True,True,False
1,E,13786_15499,2,django__django-15499,True,False,False
1,Do,13786_15499,2,django__django-15499,True,True,False
1,B,15499_16595,2,django__django-16595,False,False,False
1,E,15499_16595,2,django__django-16595,True,False,False
1,Do,15499_16595,2,django__django-16595,True,True,False
1,B,16595_16819,2,django__django-16819,True,False,False
1,E,16595_16819,2,django__django-16819,True,True,False
1,Do,16595_16819,2,django__django-16819,True,True,False
1,B,15268_16819,2,django__django-16819,True,False,False
1,E,15268_16819,2,django__django-16819,True,True,False
1,Do,15268_16819,2,django__django-16819,True,True,False
1,B,11815_12125,2,django__django-12125,True,False,False
1,E,11815_12125,2,django__django-12125,False,False,False
1,Do,11815_12125,2,django__django-12125,True,False,False
1,B,12125_14580,2,django__django-14580,True,False,False
1,E,12125_14580,2,django__django-14580,True,False,False
1,Do,12125_14580,2,django__django-14580,True,False,False
1,B,13343_16493,2,django__django-16493,False,False,False
1,E,13343_16493,2,django__django-16493,False,False,False
1,Do,13343_16493,2,django__django-16493,False,False,False
1,B,15161_17087,2,django__django-17087,True,False,False
1,E,15161_17087,2,django__django-17087,True,False,False
1,Do,15161_17087,2,django__django-17087,False,False,False
1,B,3305_4687,3,pydata__xarray-4687,False,False,False
1,E,3305_4687,3,pydata__xarray-4687,True,True,False
1,Do,3305_4687,3,pydata__xarray-4687,True,True,False
1,B,4687_6461,3,pydata__xarray-6461,False,False,False
1,E,4687_6461,3,pydata__xarray-6461,False,False,False
1,Do,4687_6461,3,pydata__xarray-6461,True,True,True
1,B,6461_7229,3,pydata__xarray-7229,True,True,False
1,E,6461_7229,3,pydata__xarray-7229,True,True,False
1,Do,6461_7229,3,pydata__xarray-7229,True,True,False
1,B,4629_7229,3,pydata__xarray-7229,True,True,False
1,E,4629_7229,3,pydata__xarray-7229,True,True,False
1,Do,4629_7229,3,pydata__xarray-7229,True,False,False
1,B,13786_15499,3,django__django-15499,True,True,False
1,E,13786_15499,3,django__django-15499,True,False,False
1,Do,13786_15499,3,django__django-15499,True,True,False
1,B,15499_16595,3,django__django-16595,False,False,False
1,E,15499_16595,3,django__django-16595,True,False,False
1,Do,15499_16595,3,django__django-16595,True,True,False
1,B,16595_16819,3,django__django-16819,True,False,False
1,E,16595_16819,3,django__django-16819,True,True,False
1,Do,16595_16819,3,django__django-16819,True,True,False
1,B,15268_16819,3,django__django-16819,True,False,False
1,E,15268_16819,3,django__django-16819,True,True,False
1,Do,15268_16819,3,django__django-16819,True,True,False
1,B,11815_12125,3,django__django-12125,True,False,False
1,E,11815_12125,3,django__django-12125,True,False,False
1,Do,11815_12125,3,django__django-12125,True,False,False
1,B,12125_14580,3,django__django-14580,True,False,False
1,E,12125_14580,3,django__django-14580,True,False,False
1,Do,12125_14580,3,django__django-14580,True,False,False
1,B,13343_16493,3,django__django-16493,False,False,False
1,E,13343_16493,3,django__django-16493,False,False,False
1,Do,13343_16493,3,django__django-16493,False,False,False
1,B,15161_17087,3,django__django-17087,True,False,False
1,E,15161_17087,3,django__django-17087,True,False,False
1,Do,15161_17087,3,django__django-17087,False,False,False
1,B,3305_4687,4,pydata__xarray-4687,False,False,False
1,E,3305_4687,4,pydata__xarray-4687,True,True,False
1,Do,3305_4687,4,pydata__xarray-4687,True,True,False
1,B,4687_6461,4,pydata__xarray-6461,False,False,False
1,E,4687_6461,4,pydata__xarray-6461,False,False,False
1,Do,4687_6461,4,pydata__xarray-6461,True,True,True
1,B,6461_7229,4,pydata__xarray-7229,True,True,False
1,E,6461_7229,4,pydata__xarray-7229,True,True,False
1,Do,6461_7229,4,pydata__xarray-7229,True,True,False
1,B,4629_7229,4,pydata__xarray-7229,True,True,False
1,E,4629_7229,4,pydata__xarray-7229,True,True,False
1,Do,4629_7229,4,pydata__xarray-7229,True,False,False
1,B,13786_15499,4,django__django-15499,True,True,False
1,E,13786_15499,4,django__django-15499,True,False,False
1,Do,13786_15499,4,django__django-15499,True,True,False
1,B,15499_16595,4,django__django-16595,False,False,False
1,E,15499_16595,4,django__django-16595,True,False,False
1,Do,15499_16595,4,django__django-16595,True,True,False
1,B,16595_16819,4,django__django-16819,True,False,False
1,E,16595_16819,4,django__django-16819,True,True,False
1,Do,16595_16819,4,django__django-16819,True,True,False
1,B,15268_16819,4,django__django-16819,True,False,False
1,E,15268_16819,4,django__django-16819,True,True,False
1,Do,15268_16819,4,django__django-16819,True,True,False
1,B,11815_12125,4,django__django-12125,True,False,False
1,E,11815_12125,4,django__django-12125,False,False,False
1,Do,11815_12125,4,django__django-12125,True,False,False
1,B,12125_14580,4,django__django-14580,True,False,False
1,E,12125_14580,4,django__django-14580,True,False,False
1,Do,12125_14580,4,django__django-14580,True,False,False
1,B,13343_16493,4,django__django-16493,False,False,False
1,E,13343_16493,4,django__django-16493,False,False,False
1,Do,13343_16493,4,django__django-16493,False,False,False
1,B,15161_17087,4,django__django-17087,True,False,False
1,E,15161_17087,4,django__django-17087,True,False,False
1,Do,15161_17087,4,django__django-17087,False,False,False
1,B,3305_4687,5,pydata__xarray-4687,False,False,False
1,E,3305_4687,5,pydata__xarray-4687,True,True,False
1,Do,3305_4687,5,pydata__xarray-4687,True,True,False
1,B,4687_6461,5,pydata__xarray-6461,False,False,False
1,E,4687_6461,5,pydata__xarray-6461,False,False,False
1,Do,4687_6461,5,pydata__xarray-6461,True,True,True
1,B,6461_7229,5,pydata__xarray-7229,True,True,False
1,E,6461_7229,5,pydata__xarray-7229,True,True,False
1,Do,6461_7229,5,pydata__xarray-7229,True,True,False
1,B,4629_7229,5,pydata__xarray-7229,True,True,False
1,E,4629_7229,5,pydata__xarray-7229,True,True,False
1,Do,4629_7229,5,pydata__xarray-7229,True,False,False
1,B,13786_15499,5,django__django-15499,True,True,False
1,E,13786_15499,5,django__django-15499,True,False,False
1,Do,13786_15499,5,django__django-15499,True,True,False
1,B,15499_16595,5,django__django-16595,False,False,False
1,E,15499_16595,5,django__django-16595,True,False,False
1,Do,15499_16595,5,django__django-16595,True,True,False
1,B,16595_16819,5,django__django-16819,True,False,False
1,E,16595_16819,5,django__django-16819,True,True,False
1,Do,16595_16819,5,django__django-16819,True,True,False
1,B,15268_16819,5,django__django-16819,True,False,False
1,E,15268_16819,5,django__django-16819,True,True,False
1,Do,15268_16819,5,django__django-16819,True,True,False
1,B,11815_12125,5,django__django-12125,True,False,False
1,E,11815_12125,5,django__django-12125,False,False,False
1,Do,11815_12125,5,django__django-12125,True,False,False
1,B,12125_14580,5,django__django-14580,True,False,False
1,E,12125_14580,5,django__django-14580,True,False,False
1,Do,12125_14580,5,django__django-14580,True,False,False
1,B,13343_16493,5,django__django-16493,False,False,False
1,E,13343_16493,5,django__django-16493,False,False,False
1,Do,13343_16493,5,django__django-16493,False,False,False
1,B,15161_17087,5,django__django-17087,True,False,False
1,E,15161_17087,5,django__django-17087,True,False,False
1,Do,15161_17087,5,django__django-17087,False,False,False
2,B,3305_4629,1,pydata__xarray-4629,True,True,True
2,E,3305_4629,1,pydata__xarray-4629,True,True,True
2,Do,3305_4629,1,pydata__xarray-4629,True,True,True
2,B,4629_4687,1,pydata__xarray-4687,False,False,False
2,E,4629_4687,1,pydata__xarray-4687,True,True,False
2,Do,4629_4687,1,pydata__xarray-4687,True,False,False
2,B,13786_15268,1,django__django-15268,False,False,False
2,E,13786_15268,1,django__django-15268,True,False,False
2,Do,13786_15268,1,django__django-15268,True,False,False
2,B,15268_15499,1,django__django-15499,True,True,False
2,E,15268_15499,1,django__django-15499,True,False,False
2,Do,15268_15499,1,django__django-15499,True,True,False
2,B,12125_13343,1,django__django-13343,False,False,False
2,E,12125_13343,1,django__django-13343,False,False,False
2,Do,12125_13343,1,django__django-13343,True,True,False
2,B,13343_14580,1,django__django-14580,True,False,False
2,E,13343_14580,1,django__django-14580,True,False,False
2,Do,13343_14580,1,django__django-14580,True,False,False
2,B,14580_15161,1,django__django-15161,False,False,False
2,E,14580_15161,1,django__django-15161,False,False,False
2,Do,14580_15161,1,django__django-15161,True,True,False
2,B,15161_16493,1,django__django-16493,False,False,False
2,E,15161_16493,1,django__django-16493,False,False,False
2,Do,15161_16493,1,django__django-16493,True,False,False
2,B,16493_17087,1,django__django-17087,True,False,False
2,E,16493_17087,1,django__django-17087,True,False,False
2,Do,16493_17087,1,django__django-17087,True,False,False
2,B,7454_8459,1,sphinx-doc__sphinx-8459,True,True,False
2,E,7454_8459,1,sphinx-doc__sphinx-8459,False,False,False
2,Do,7454_8459,1,sphinx-doc__sphinx-8459,True,True,False
2,B,8459_9673,1,sphinx-doc__sphinx-9673,False,False,False
2,E,8459_9673,1,sphinx-doc__sphinx-9673,False,False,False
2,Do,8459_9673,1,sphinx-doc__sphinx-9673,True,True,False
2,B,9673_10449,1,sphinx-doc__sphinx-10449,True,False,False
2,E,9673_10449,1,sphinx-doc__sphinx-10449,True,True,False
2,Do,9673_10449,1,sphinx-doc__sphinx-10449,True,False,False
2,B,7462_9230,1,sphinx-doc__sphinx-9230,True,False,False
2,E,7462_9230,1,sphinx-doc__sphinx-9230,True,False,False
2,Do,7462_9230,1,sphinx-doc__sphinx-9230,False,False,False
2,B,9230_9591,1,sphinx-doc__sphinx-9591,True,False,False
2,E,9230_9591,1,sphinx-doc__sphinx-9591,True,True,False
2,Do,9230_9591,1,sphinx-doc__sphinx-9591,True,False,False
2,B,9591_9602,1,sphinx-doc__sphinx-9602,True,False,False
2,E,9591_9602,1,sphinx-doc__sphinx-9602,True,True,False
2,Do,9591_9602,1,sphinx-doc__sphinx-9602,False,False,False
2,B,7889_9658,1,sphinx-doc__sphinx-9658,False,False,False
2,E,7889_9658,1,sphinx-doc__sphinx-9658,True,True,False
2,Do,7889_9658,1,sphinx-doc__sphinx-9658,True,False,False
2,B,8035_8593,1,sphinx-doc__sphinx-8593,True,False,False
2,E,8035_8593,1,sphinx-doc__sphinx-8593,True,True,False
2,Do,8035_8593,1,sphinx-doc__sphinx-8593,True,True,False
2,B,8593_8595,1,sphinx-doc__sphinx-8595,False,False,False
2,E,8593_8595,1,sphinx-doc__sphinx-8595,True,True,False
2,Do,8593_8595,1,sphinx-doc__sphinx-8595,True,True,False
2,B,7530_11066,1,django__django-11066,True,True,True
2,E,7530_11066,1,django__django-11066,True,True,True
2,Do,7530_11066,1,django__django-11066,True,True,True
2,B,11066_15252,1,django__django-15252,True,False,False
2,E,11066_15252,1,django__django-15252,True,False,False
2,Do,11066_15252,1,django__django-15252,True,False,False
2,B,11141_13820,1,django__django-13820,False,False,False
2,E,11141_13820,1,django__django-13820,True,True,False
2,Do,11141_13820,1,django__django-13820,False,False,False
2,B,11299_15278,1,django__django-15278,True,False,False
2,E,11299_15278,1,django__django-15278,True,True,False
2,Do,11299_15278,1,django__django-15278,True,True,False
2,B,15278_15561,1,django__django-15561,True,False,False
2,E,15278_15561,1,django__django-15561,True,False,False
2,Do,15278_15561,1,django__django-15561,False,False,False
2,B,3095_7393,1,pydata__xarray-7393,True,False,False
2,E,3095_7393,1,pydata__xarray-7393,True,False,False
2,Do,3095_7393,1,pydata__xarray-7393,True,False,False
2,B,3305_4629,2,pydata__xarray-4629,True,True,True
2,E,3305_4629,2,pydata__xarray-4629,True,True,True
2,Do,3305_4629,2,pydata__xarray-4629,True,True,True
2,B,4629_4687,2,pydata__xarray-4687,False,False,False
2,E,4629_4687,2,pydata__xarray-4687,True,True,False
2,Do,4629_4687,2,pydata__xarray-4687,True,False,False
2,B,13786_15268,2,django__django-15268,False,False,False
2,E,13786_15268,2,django__django-15268,True,False,False
2,Do,13786_15268,2,django__django-15268,True,False,False
2,B,15268_15499,2,django__django-15499,True,True,False
2,E,15268_15499,2,django__django-15499,True,False,False
2,Do,15268_15499,2,django__django-15499,True,True,False
2,B,12125_13343,2,django__django-13343,False,False,False
2,E,12125_13343,2,django__django-13343,False,False,False
2,Do,12125_13343,2,django__django-13343,True,True,False
2,B,13343_14580,2,django__django-14580,True,False,False
2,E,13343_14580,2,django__django-14580,True,False,False
2,Do,13343_14580,2,django__django-14580,False,False,False
2,B,14580_15161,2,django__django-15161,False,False,False
2,E,14580_15161,2,django__django-15161,False,False,False
2,Do,14580_15161,2,django__django-15161,False,False,False
2,B,15161_16493,2,django__django-16493,False,False,False
2,E,15161_16493,2,django__django-16493,False,False,False
2,Do,15161_16493,2,django__django-16493,True,False,False
2,B,16493_17087,2,django__django-17087,True,False,False
2,E,16493_17087,2,django__django-17087,True,False,False
2,Do,16493_17087,2,django__django-17087,True,False,False
2,B,7454_8459,2,sphinx-doc__sphinx-8459,True,True,False
2,E,7454_8459,2,sphinx-doc__sphinx-8459,True,True,True
2,Do,7454_8459,2,sphinx-doc__sphinx-8459,True,True,False
2,B,8459_9673,2,sphinx-doc__sphinx-9673,False,False,False
2,E,8459_9673,2,sphinx-doc__sphinx-9673,False,False,False
2,Do,8459_9673,2,sphinx-doc__sphinx-9673,True,True,False
2,B,9673_10449,2,sphinx-doc__sphinx-10449,True,False,False
2,E,9673_10449,2,sphinx-doc__sphinx-10449,True,True,False
2,Do,9673_10449,2,sphinx-doc__sphinx-10449,True,False,False
2,B,7462_9230,2,sphinx-doc__sphinx-9230,True,False,False
2,E,7462_9230,2,sphinx-doc__sphinx-9230,True,False,False
2,Do,7462_9230,2,sphinx-doc__sphinx-9230,False,False,False
2,B,9230_9591,2,sphinx-doc__sphinx-9591,True,False,False
2,E,9230_9591,2,sphinx-doc__sphinx-9591,True,True,False
2,Do,9230_9591,2,sphinx-doc__sphinx-9591,True,False,False
2,B,9591_9602,2,sphinx-doc__sphinx-9602,True,False,False
2,E,9591_9602,2,sphinx-doc__sphinx-9602,True,True,False
2,Do,9591_9602,2,sphinx-doc__sphinx-9602,False,False,False
2,B,7889_9658,2,sphinx-doc__sphinx-9658,True,False,False
2,E,7889_9658,2,sphinx-doc__sphinx-9658,True,True,False
2,Do,7889_9658,2,sphinx-doc__sphinx-9658,True,False,False
2,B,8035_8593,2,sphinx-doc__sphinx-8593,True,False,False
2,E,8035_8593,2,sphinx-doc__sphinx-8593,True,True,False
2,Do,8035_8593,2,sphinx-doc__sphinx-8593,True,True,False
2,B,8593_8595,2,sphinx-doc__sphinx-8595,False,False,False
2,E,8593_8595,2,sphinx-doc__sphinx-8595,True,True,False
2,Do,8593_8595,2,sphinx-doc__sphinx-8595,True,True,False
2,B,7530_11066,2,django__django-11066,True,True,True
2,E,7530_11066,2,django__django-11066,True,True,True
2,Do,7530_11066,2,django__django-11066,True,True,True
2,B,11066_15252,2,django__django-15252,True,False,False
2,E,11066_15252,2,django__django-15252,True,False,False
2,Do,11066_15252,2,django__django-15252,True,False,False
2,B,11141_13820,2,django__django-13820,False,False,False
2,E,11141_13820,2,django__django-13820,True,True,False
2,Do,11141_13820,2,django__django-13820,False,False,False
2,B,11299_15278,2,django__django-15278,True,False,False
2,E,11299_15278,2,django__django-15278,True,True,False
2,Do,11299_15278,2,django__django-15278,True,False,False
2,B,15278_15561,2,django__django-15561,True,False,False
2,E,15278_15561,2,django__django-15561,True,False,False
2,Do,15278_15561,2,django__django-15561,False,False,False
2,B,3095_7393,2,pydata__xarray-7393,True,False,False
2,E,3095_7393,2,pydata__xarray-7393,True,False,False
2,Do,3095_7393,2,pydata__xarray-7393,True,False,False
2,B,3305_4629,3,pydata__xarray-4629,True,True,True
2,E,3305_4629,3,pydata__xarray-4629,True,True,True
2,Do,3305_4629,3,pydata__xarray-4629,True,True,True
2,B,4629_4687,3,pydata__xarray-4687,False,False,False
2,E,4629_4687,3,pydata__xarray-4687,True,True,False
2,Do,4629_4687,3,pydata__xarray-4687,True,False,False
2,B,13786_15268,3,django__django-15268,False,False,False
2,E,13786_15268,3,django__django-15268,True,False,False
2,Do,13786_15268,3,django__django-15268,True,False,False
2,B,15268_15499,3,django__django-15499,True,True,False
2,E,15268_15499,3,django__django-15499,True,False,False
2,Do,15268_15499,3,django__django-15499,True,True,False
2,B,12125_13343,3,django__django-13343,False,False,False
2,E,12125_13343,3,django__django-13343,False,False,False
2,Do,12125_13343,3,django__django-13343,True,True,False
2,B,13343_14580,3,django__django-14580,True,False,False
2,E,13343_14580,3,django__django-14580,True,False,False
2,Do,13343_14580,3,django__django-14580,False,False,False
2,B,14580_15161,3,django__django-15161,False,False,False
2,E,14580_15161,3,django__django-15161,False,False,False
2,Do,14580_15161,3,django__django-15161,False,False,False
2,B,15161_16493,3,django__django-16493,False,False,False
2,E,15161_16493,3,django__django-16493,False,False,False
2,Do,15161_16493,3,django__django-16493,True,False,False
2,B,16493_17087,3,django__django-17087,True,False,False
2,E,16493_17087,3,django__django-17087,True,False,False
2,Do,16493_17087,3,django__django-17087,True,False,False
2,B,7454_8459,3,sphinx-doc__sphinx-8459,True,True,False
2,E,7454_8459,3,sphinx-doc__sphinx-8459,True,True,False
2,Do,7454_8459,3,sphinx-doc__sphinx-8459,True,True,False
2,B,8459_9673,3,sphinx-doc__sphinx-9673,True,True,False
2,E,8459_9673,3,sphinx-doc__sphinx-9673,True,True,False
2,Do,8459_9673,3,sphinx-doc__sphinx-9673,True,True,False
2,B,9673_10449,3,sphinx-doc__sphinx-10449,True,False,False
2,E,9673_10449,3,sphinx-doc__sphinx-10449,True,True,False
2,Do,9673_10449,3,sphinx-doc__sphinx-10449,True,False,False
2,B,7462_9230,3,sphinx-doc__sphinx-9230,True,False,False
2,E,7462_9230,3,sphinx-doc__sphinx-9230,True,False,False
2,Do,7462_9230,3,sphinx-doc__sphinx-9230,False,False,False
2,B,9230_9591,3,sphinx-doc__sphinx-9591,True,False,False
2,E,9230_9591,3,sphinx-doc__sphinx-9591,True,True,False
2,Do,9230_9591,3,sphinx-doc__sphinx-9591,True,False,False
2,B,9591_9602,3,sphinx-doc__sphinx-9602,True,False,False
2,E,9591_9602,3,sphinx-doc__sphinx-9602,True,True,False
2,Do,9591_9602,3,sphinx-doc__sphinx-9602,True,False,False
2,B,7889_9658,3,sphinx-doc__sphinx-9658,True,False,False
2,E,7889_9658,3,sphinx-doc__sphinx-9658,True,True,False
2,Do,7889_9658,3,sphinx-doc__sphinx-9658,True,False,False
2,B,8035_8593,3,sphinx-doc__sphinx-8593,True,False,False
2,E,8035_8593,3,sphinx-doc__sphinx-8593,True,True,False
2,Do,8035_8593,3,sphinx-doc__sphinx-8593,True,True,False
2,B,8593_8595,3,sphinx-doc__sphinx-8595,False,False,False
2,E,8593_8595,3,sphinx-doc__sphinx-8595,True,True,False
2,Do,8593_8595,3,sphinx-doc__sphinx-8595,True,True,False
2,B,7530_11066,3,django__django-11066,True,True,True
2,E,7530_11066,3,django__django-11066,True,True,True
2,Do,7530_11066,3,django__django-11066,True,True,True
2,B,11066_15252,3,django__django-15252,True,False,False
2,E,11066_15252,3,django__django-15252,True,False,False
2,Do,11066_15252,3,django__django-15252,True,False,False
2,B,11141_13820,3,django__django-13820,False,False,False
2,E,11141_13820,3,django__django-13820,True,True,False
2,Do,11141_13820,3,django__django-13820,False,False,False
2,B,11299_15278,3,django__django-15278,True,False,False
2,E,11299_15278,3,django__django-15278,True,True,False
2,Do,11299_15278,3,django__django-15278,True,False,False
2,B,15278_15561,3,django__django-15561,True,False,False
2,E,15278_15561,3,django__django-15561,True,False,False
2,Do,15278_15561,3,django__django-15561,False,False,False
2,B,3095_7393,3,pydata__xarray-7393,True,False,False
2,E,3095_7393,3,pydata__xarray-7393,True,False,False
2,Do,3095_7393,3,pydata__xarray-7393,True,False,False
2,B,3305_4629,4,pydata__xarray-4629,True,True,True
2,E,3305_4629,4,pydata__xarray-4629,True,True,True
2,Do,3305_4629,4,pydata__xarray-4629,True,True,True
2,B,4629_4687,4,pydata__xarray-4687,False,False,False
2,E,4629_4687,4,pydata__xarray-4687,True,True,False
2,Do,4629_4687,4,pydata__xarray-4687,True,False,False
2,B,13786_15268,4,django__django-15268,False,False,False
2,E,13786_15268,4,django__django-15268,True,False,False
2,Do,13786_15268,4,django__django-15268,True,False,False
2,B,15268_15499,4,django__django-15499,True,True,False
2,E,15268_15499,4,django__django-15499,True,False,False
2,Do,15268_15499,4,django__django-15499,True,True,False
2,B,12125_13343,4,django__django-13343,False,False,False
2,E,12125_13343,4,django__django-13343,False,False,False
2,Do,12125_13343,4,django__django-13343,True,True,False
2,B,13343_14580,4,django__django-14580,True,False,False
2,E,13343_14580,4,django__django-14580,True,False,False
2,Do,13343_14580,4,django__django-14580,False,False,False
2,B,14580_15161,4,django__django-15161,False,False,False
2,E,14580_15161,4,django__django-15161,False,False,False
2,Do,14580_15161,4,django__django-15161,True,True,False
2,B,15161_16493,4,django__django-16493,False,False,False
2,E,15161_16493,4,django__django-16493,False,False,False
2,Do,15161_16493,4,django__django-16493,True,False,False
2,B,16493_17087,4,django__django-17087,True,False,False
2,E,16493_17087,4,django__django-17087,True,False,False
2,Do,16493_17087,4,django__django-17087,True,False,False
2,B,7454_8459,4,sphinx-doc__sphinx-8459,True,True,False
2,E,7454_8459,4,sphinx-doc__sphinx-8459,False,False,False
2,Do,7454_8459,4,sphinx-doc__sphinx-8459,True,True,False
2,B,8459_9673,4,sphinx-doc__sphinx-9673,True,True,False
2,E,8459_9673,4,sphinx-doc__sphinx-9673,True,True,False
2,Do,8459_9673,4,sphinx-doc__sphinx-9673,True,True,False
2,B,9673_10449,4,sphinx-doc__sphinx-10449,True,False,False
2,E,9673_10449,4,sphinx-doc__sphinx-10449,True,True,False
2,Do,9673_10449,4,sphinx-doc__sphinx-10449,True,False,False
2,B,7462_9230,4,sphinx-doc__sphinx-9230,True,False,False
2,E,7462_9230,4,sphinx-doc__sphinx-9230,True,False,False
2,Do,7462_9230,4,sphinx-doc__sphinx-9230,False,False,False
2,B,9230_9591,4,sphinx-doc__sphinx-9591,True,False,False
2,E,9230_9591,4,sphinx-doc__sphinx-9591,True,True,False
2,Do,9230_9591,4,sphinx-doc__sphinx-9591,True,False,False
2,B,9591_9602,4,sphinx-doc__sphinx-9602,True,False,False
2,E,9591_9602,4,sphinx-doc__sphinx-9602,True,True,False
2,Do,9591_9602,4,sphinx-doc__sphinx-9602,True,True,False
2,B,7889_9658,4,sphinx-doc__sphinx-9658,True,False,False
2,E,7889_9658,4,sphinx-doc__sphinx-9658,True,True,False
2,Do,7889_9658,4,sphinx-doc__sphinx-9658,True,False,False
2,B,8035_8593,4,sphinx-doc__sphinx-8593,True,False,False
2,E,8035_8593,4,sphinx-doc__sphinx-8593,True,True,False
2,Do,8035_8593,4,sphinx-doc__sphinx-8593,True,True,False
2,B,8593_8595,4,sphinx-doc__sphinx-8595,False,False,False
2,E,8593_8595,4,sphinx-doc__sphinx-8595,True,True,False
2,Do,8593_8595,4,sphinx-doc__sphinx-8595,True,True,False
2,B,7530_11066,4,django__django-11066,True,True,True
2,E,7530_11066,4,django__django-11066,True,True,True
2,Do,7530_11066,4,django__django-11066,True,True,False
2,B,11066_15252,4,django__django-15252,True,False,False
2,E,11066_15252,4,django__django-15252,True,False,False
2,Do,11066_15252,4,django__django-15252,True,False,False
2,B,11141_13820,4,django__django-13820,False,False,False
2,E,11141_13820,4,django__django-13820,True,True,False
2,Do,11141_13820,4,django__django-13820,False,False,False
2,B,11299_15278,4,django__django-15278,True,False,False
2,E,11299_15278,4,django__django-15278,True,True,False
2,Do,11299_15278,4,django__django-15278,False,False,False
2,B,15278_15561,4,django__django-15561,True,False,False
2,E,15278_15561,4,django__django-15561,True,False,False
2,Do,15278_15561,4,django__django-15561,False,False,False
2,B,3095_7393,4,pydata__xarray-7393,True,False,False
2,E,3095_7393,4,pydata__xarray-7393,True,False,False
2,Do,3095_7393,4,pydata__xarray-7393,True,False,False
2,B,3305_4629,5,pydata__xarray-4629,True,True,True
2,E,3305_4629,5,pydata__xarray-4629,True,True,True
2,Do,3305_4629,5,pydata__xarray-4629,True,True,True
2,B,4629_4687,5,pydata__xarray-4687,False,False,False
2,E,4629_4687,5,pydata__xarray-4687,True,True,False
2,Do,4629_4687,5,pydata__xarray-4687,True,False,False
2,B,13786_15268,5,django__django-15268,False,False,False
2,E,13786_15268,5,django__django-15268,True,False,False
2,Do,13786_15268,5,django__django-15268,True,False,False
2,B,15268_15499,5,django__django-15499,True,True,False
2,E,15268_15499,5,django__django-15499,True,False,False
2,Do,15268_15499,5,django__django-15499,True,True,False
2,B,12125_13343,5,django__django-13343,False,False,False
2,E,12125_13343,5,django__django-13343,False,False,False
2,Do,12125_13343,5,django__django-13343,True,True,False
2,B,13343_14580,5,django__django-14580,True,False,False
2,E,13343_14580,5,django__django-14580,True,False,False
2,Do,13343_14580,5,django__django-14580,False,False,False
2,B,14580_15161,5,django__django-15161,False,False,False
2,E,14580_15161,5,django__django-15161,False,False,False
2,Do,14580_15161,5,django__django-15161,False,False,False
2,B,15161_16493,5,django__django-16493,False,False,False
2,E,15161_16493,5,django__django-16493,False,False,False
2,Do,15161_16493,5,django__django-16493,True,False,False
2,B,16493_17087,5,django__django-17087,True,False,False
2,E,16493_17087,5,django__django-17087,True,False,False
2,Do,16493_17087,5,django__django-17087,True,False,False
